ROUTE,NONPHONE_W,PHONE_W,dev_FILE_EER,dev_ADS,factorial_FILE_EER,factorial_ADS,phone_FILE_EER,phone_ADS,yue_FILE_EER,yue_ADS,dev_DELTA,factorial_DELTA,phone_DELTA,yue_DELTA,AUDIT_MIN_DELTA,AUDIT_MEAN_DELTA
soft,0.05,0.1,0.20945454545454545,0.7867012987012987,0.20945454545454545,0.7935584415584416,0.12585714285714283,0.8663214285714285,0.09578804347826086,0.8881409244974288,-0.0009090909090909705,-0.0009090909090909705,0.01207142857142851,0.0,-0.0009090909090909705,0.00372077922077918
hard,0.05,0.1,0.20945454545454545,0.7867012987012987,0.20945454545454545,0.7935584415584416,0.12585714285714283,0.8663214285714285,0.09578804347826086,0.8881409244974288,-0.0009090909090909705,-0.0009090909090909705,0.01207142857142851,0.0,-0.0009090909090909705,0.00372077922077918
soft,0.1,0.2,0.20945454545454545,0.7867012987012987,0.21527272727272728,0.7906493506493506,0.10242857142857142,0.8780357142857143,0.09578804347826086,0.8881409244974288,-0.0009090909090909705,-0.0038181818181819427,0.0237857142857143,0.0,-0.0038181818181819427,0.006655844155844119
hard,0.1,0.2,0.20945454545454545,0.7867012987012987,0.21527272727272728,0.7906493506493506,0.10242857142857142,0.8780357142857143,0.09578804347826086,0.8881409244974288,-0.0009090909090909705,-0.0038181818181819427,0.0237857142857143,0.0,-0.0038181818181819427,0.006655844155844119
soft,0.05,0.125,0.20945454545454545,0.7867012987012987,0.21527272727272728,0.7906493506493506,0.11828571428571427,0.8701071428571427,0.09578804347826086,0.8881409244974288,-0.0009090909090909705,-0.0038181818181819427,0.015857142857142792,0.0,-0.0038181818181819427,0.00401298701298695
hard,0.05,0.125,0.20945454545454545,0.7867012987012987,0.21527272727272728,0.7906493506493506,0.11828571428571427,0.8701071428571427,0.09578804347826086,0.8881409244974288,-0.0009090909090909705,-0.0038181818181819427,0.015857142857142792,0.0,-0.0038181818181819427,0.00401298701298695
soft,0.05,0.2,0.20945454545454545,0.7867012987012987,0.21709090909090906,0.7897402597402599,0.10242857142857142,0.8780357142857143,0.09578804347826086,0.8881409244974288,-0.0009090909090909705,-0.004727272727272691,0.0237857142857143,0.0,-0.004727272727272691,0.0063528138528138696
soft,0.05,0.25,0.20945454545454545,0.7867012987012987,0.2229090909090909,0.7868311688311689,0.09999999999999999,0.8792500000000001,0.09578804347826086,0.8881409244974288,-0.0009090909090909705,-0.007636363636363663,0.025000000000000133,0.0,-0.007636363636363663,0.005787878787878824
soft,0.025,0.125,0.21527272727272728,0.7837922077922077,0.2018181818181818,0.7973766233766233,0.11828571428571427,0.8701071428571427,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.00290909090909075,0.015857142857142792,0.0,0.0,0.006255411255411181
hard,0.025,0.125,0.21527272727272728,0.7837922077922077,0.2018181818181818,0.7973766233766233,0.11828571428571427,0.8701071428571427,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.00290909090909075,0.015857142857142792,0.0,0.0,0.006255411255411181
soft,0.1,0.15,0.21527272727272728,0.7837922077922077,0.20763636363636362,0.7944675324675325,0.11585714285714288,0.8713214285714286,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.0,0.017071428571428626,0.0,0.0,0.0056904761904762085
hard,0.1,0.15,0.21527272727272728,0.7837922077922077,0.20763636363636362,0.7944675324675325,0.11585714285714288,0.8713214285714286,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.0,0.017071428571428626,0.0,0.0,0.0056904761904762085
soft,0.025,0.075,0.21527272727272728,0.7837922077922077,0.1981818181818182,0.7991948051948052,0.12585714285714283,0.8663214285714285,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.004727272727272691,0.01207142857142851,0.0,0.0,0.005599567099567067
hard,0.025,0.075,0.21527272727272728,0.7837922077922077,0.1981818181818182,0.7991948051948052,0.12585714285714283,0.8663214285714285,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.004727272727272691,0.01207142857142851,0.0,0.0,0.005599567099567067
soft,0.025,0.1,0.21527272727272728,0.7837922077922077,0.19999999999999998,0.7982857142857143,0.12585714285714283,0.8663214285714285,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.0038181818181817206,0.01207142857142851,0.0,0.0,0.005296536796536744
hard,0.025,0.1,0.21527272727272728,0.7837922077922077,0.19999999999999998,0.7982857142857143,0.12585714285714283,0.8663214285714285,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.0038181818181817206,0.01207142857142851,0.0,0.0,0.005296536796536744
soft,0.025,0.05,0.21527272727272728,0.7837922077922077,0.19236363636363638,0.802103896103896,0.13414285714285712,0.8621785714285715,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.007636363636363441,0.007928571428571507,0.0,0.0,0.005188311688311649
hard,0.025,0.05,0.21527272727272728,0.7837922077922077,0.19236363636363638,0.802103896103896,0.13414285714285712,0.8621785714285715,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.007636363636363441,0.007928571428571507,0.0,0.0,0.005188311688311649
soft,0.05,0.075,0.21527272727272728,0.7837922077922077,0.20763636363636362,0.7944675324675325,0.12585714285714283,0.8663214285714285,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.0,0.01207142857142851,0.0,0.0,0.004023809523809503
hard,0.05,0.075,0.21527272727272728,0.7837922077922077,0.20763636363636362,0.7944675324675325,0.12585714285714283,0.8663214285714285,0.09578804347826086,0.8881409244974288,-0.0038181818181819427,0.0,0.01207142857142851,0.0,0.0,0.004023809523809503
