DATASET,STRATEGY,NONPHONE_WEIGHT,PHONE_WEIGHT,MEAN_EXPERT_WEIGHT,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE,ADS_DELTA_VS_ANCHOR
phone,mixed_hard_router,0.0,0.4,0.03900000000000001,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09750000000000002,0.956603125,0.9840593750000001,0.8634642857142858,0.9703312500000001,0.8741509821428572,0.0030000000000001137
yue,mixed_hard_router,0.0,0.4,0.21612903225806446,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.0,0.5,0.0853581546649464,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,phone_soft_router,0.0,0.5,0.4971966644873222,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.0,0.5,0.0,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_hard_router,0.0,0.5,0.08375,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,phone_hard_router,0.0,0.5,0.5,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.0,0.5,0.0,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,mixed_hard_router,0.0,0.5,0.235,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,mixed_hard_router,0.0,0.5,0.04875,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09750000000000002,0.956603125,0.9840593750000001,0.8634642857142858,0.9703312500000001,0.8741509821428572,0.0030000000000001137
yue,mixed_hard_router,0.0,0.5,0.2701612903225806,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.025,0.0,0.020732092266752683,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.025,0.0,0.0001401667756338914,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.10750000000000001,0.956603125,0.9840593750000001,0.8604642857142857,0.9703312500000001,0.8714509821428572,0.0
yue,phone_soft_router,0.025,0.0,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_hard_router,0.025,0.0,0.0208125,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.025,0.0,0.0,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.10750000000000001,0.956603125,0.9840593750000001,0.8604642857142857,0.9703312500000001,0.8714509821428572,0.0
yue,phone_hard_router,0.025,0.0,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,mixed_hard_router,0.025,0.0,0.01325,400,400,350,350,0.26472727272727276,0.22285714285714286,0.21714285714285717,0.9928,0.9989142857142856,0.7579220779220779,0.9958571428571428,0.7817155844155844,0.0
phone,mixed_hard_router,0.025,0.0,0.022562499999999996,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,mixed_hard_router,0.025,0.0,0.011491935483870966,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.025,0.025,0.025,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,phone_soft_router,0.025,0.025,0.025,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_soft_router,0.025,0.025,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_hard_router,0.025,0.025,0.025,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,phone_hard_router,0.025,0.025,0.025,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_hard_router,0.025,0.025,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,mixed_hard_router,0.025,0.025,0.025,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,mixed_hard_router,0.025,0.025,0.025,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,mixed_hard_router,0.025,0.025,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_soft_router,0.025,0.05,0.02926790773324732,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,phone_soft_router,0.025,0.05,0.04985983322436611,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_soft_router,0.025,0.05,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_hard_router,0.025,0.05,0.0291875,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,phone_hard_router,0.025,0.05,0.05,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,phone_hard_router,0.025,0.05,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,mixed_hard_router,0.025,0.05,0.036750000000000005,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,mixed_hard_router,0.025,0.05,0.027437499999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09750000000000002,0.956603125,0.9840593750000001,0.8634642857142858,0.9703312500000001,0.8741509821428572,0.0030000000000001137
yue,mixed_hard_router,0.025,0.05,0.03850806451612904,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_soft_router,0.025,0.075,0.03353581546649464,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,phone_soft_router,0.025,0.075,0.07471966644873222,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_soft_router,0.025,0.075,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_hard_router,0.025,0.075,0.033375,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,phone_hard_router,0.025,0.075,0.07499999999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_hard_router,0.025,0.075,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,mixed_hard_router,0.025,0.075,0.048499999999999995,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,mixed_hard_router,0.025,0.075,0.029875000000000002,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09499999999999999,0.956603125,0.9840593750000001,0.8642142857142858,0.9703312500000001,0.8748259821428573,0.003750000000000142
yue,mixed_hard_router,0.025,0.075,0.052016129032258066,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.025,0.1,0.03780372319974196,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,phone_soft_router,0.025,0.1,0.09957949967309833,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_soft_router,0.025,0.1,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_hard_router,0.025,0.1,0.037562500000000006,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,phone_hard_router,0.025,0.1,0.1,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_hard_router,0.025,0.1,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,mixed_hard_router,0.025,0.1,0.060250000000000005,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,mixed_hard_router,0.025,0.1,0.03231250000000001,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09250000000000001,0.956603125,0.9840593750000001,0.8649642857142857,0.9703312500000001,0.8755009821428572,0.0045000000000000595
yue,mixed_hard_router,0.025,0.1,0.0655241935483871,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.025,0.15,0.0463395386662366,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.025,0.15,0.14929916612183056,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07250000000000001,0.956603125,0.9840593750000001,0.8709642857142857,0.9703312500000001,0.8809009821428573,0.010500000000000065
yue,phone_soft_router,0.025,0.15,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_hard_router,0.025,0.15,0.0459375,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.025,0.15,0.14999999999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07250000000000001,0.956603125,0.9840593750000001,0.8709642857142857,0.9703312500000001,0.8809009821428573,0.010500000000000065
yue,phone_hard_router,0.025,0.15,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,mixed_hard_router,0.025,0.15,0.08375,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,mixed_hard_router,0.025,0.15,0.0371875,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,mixed_hard_router,0.025,0.15,0.09254032258064514,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.025,0.2,0.05487535413273124,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.025,0.2,0.1990188325705628,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_soft_router,0.025,0.2,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_hard_router,0.025,0.2,0.05431249999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.025,0.2,0.2,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_hard_router,0.025,0.2,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,mixed_hard_router,0.025,0.2,0.10725,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,mixed_hard_router,0.025,0.2,0.04206250000000001,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,mixed_hard_router,0.025,0.2,0.11955645161290321,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.025,0.25,0.06341116959922587,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.025,0.25,0.24873849901929498,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.025,0.25,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_hard_router,0.025,0.25,0.06268750000000001,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.025,0.25,0.25,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.025,0.25,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,mixed_hard_router,0.025,0.25,0.13075,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,mixed_hard_router,0.025,0.25,0.04693749999999999,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,mixed_hard_router,0.025,0.25,0.14657258064516127,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.025,0.3,0.0719469850657205,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,phone_soft_router,0.025,0.3,0.2984581654680272,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,phone_soft_router,0.025,0.3,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,phone_hard_router,0.025,0.3,0.07106249999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,phone_hard_router,0.025,0.3,0.29999999999999993,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,phone_hard_router,0.025,0.3,0.025,124,124,108,124,0.14877717391304346,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8519689399251986,,,-0.004838709677419395
factorial,mixed_hard_router,0.025,0.3,0.15424999999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
